time/time_elapsed,time/fps,time/iterations,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,train/learning_rate,train/clip_fraction,train/value_loss,train/std,train/explained_variance,train/policy_gradient_loss,train/n_updates,train/loss,train/clip_range,train/approx_kl,train/entropy_loss
14954,53,389,796672,610.92007,24,0.0003,0.168798828,51.68740168,0.769328713,0.998112967,-0.007848323,3880,48.40839386,0.2,0.05473308,-12.61053224
14992,53,390,798720,611.00934,24,0.0003,0.192724609,51.47093902,0.768740475,0.997849296,0.005060155,3890,17.08740234,0.2,0.035748772,-12.61172223
15032,53,391,800768,611.17627,24,0.0003,0.199023438,50.11242496,0.770854771,0.998212153,0.000639367,3900,19.74714661,0.2,0.035308972,-12.61991592
15070,53,392,802816,612.70968,24,0.0003,0.339746094,46.67856842,0.76995492,0.998119065,0.039316013,3910,19.49379921,0.2,5.324538,-12.63014536
15109,53,393,804864,613.03484,24,0.0003,0.193164063,59.08787912,0.768460691,0.998034061,0.005636786,3920,28.95165634,0.2,0.020585285,-12.61090978
15148,53,394,806912,613.02314,24,0.0003,0.123046875,55.20370299,0.768610001,0.997811654,0.00283213,3930,22.89444923,0.2,0.01565671,-12.60030511
15187,53,395,808960,613.11359,24,0.0003,0.214355469,50.21073896,0.769425452,0.99671215,0.011409573,3940,22.66606903,0.2,0.022940926,-12.61061426
15226,53,396,811008,612.73727,24,0.0003,0.228173828,56.15443386,0.768907785,0.997960161,0.004337057,3950,24.62153816,0.2,0.62858063,-12.61700822
15266,53,397,813056,612.04139,24,0.0003,0.207275391,51.28447897,0.767604411,0.997621532,-0.000133937,3960,48.82440186,0.2,0.27107173,-12.60181058
15303,53,398,815104,612.05255,24,0.0003,0.189990234,48.13783961,0.766902924,0.995765102,0.000863906,3970,18.05912971,0.2,0.025759976,-12.58445366
15342,53,399,817152,612.33368,24,0.0003,0.133496094,49.82290298,0.766438901,0.998044902,-0.000448246,3980,14.41267967,0.2,0.023167875,-12.57625878
15381,53,400,819200,612.36462,24,0.0003,0.180517578,47.79274977,0.766195536,0.998203286,0.003516766,3990,20.82500648,0.2,0.07300031,-12.57431973
15419,53,401,821248,612.10122,24,0.0003,0.180810547,48.63427684,0.766979814,0.998413452,-0.001434763,4000,23.04261208,0.2,0.028121118,-12.57331922
15459,53,402,823296,612.21687,24,0.0003,0.103173828,45.99677159,0.764615834,0.998520483,0.000967477,4010,16.71615219,0.2,0.009987722,-12.56828934
15498,53,403,825344,612.24244,24,0.0003,0.215087891,53.0597985,0.763352215,0.998077362,0.001663746,4020,28.39578629,0.2,0.03282559,-12.54232292
15537,53,404,827392,612.32714,24,0.0003,0.122412109,52.23099878,0.762917459,0.997652993,0.007252211,4030,12.40946293,0.2,0.012348301,-12.52606464
15576,53,405,829440,612.37674,24,0.0003,0.187402344,42.08038208,0.76308912,0.998619455,0.00529717,4040,21.78180504,0.2,0.010813596,-12.52810751
15615,53,406,831488,612.36708,24,0.0003,0.149316406,46.45848361,0.763518512,0.998207825,0.000143611,4050,20.80358315,0.2,0.014546432,-12.53299195
15653,53,407,833536,612.36105,24,0.0003,0.141015625,48.14238739,0.763850987,0.998429879,0.006316311,4060,16.36896133,0.2,0.013683582,-12.54052522
15692,53,408,835584,612.45641,24,0.0003,0.128613281,48.38269654,0.765157759,0.998311937,-0.000258375,4070,30.76779938,0.2,0.03036945,-12.55006159
15731,53,409,837632,612.6484,24,0.0003,0.220898438,48.70272983,0.766138256,0.997481377,-0.001044974,4080,28.11351395,0.2,1.2131515,-12.56167234
15770,53,410,839680,612.58472,24,0.0003,0.193896484,54.21890084,0.765433311,0.998327873,0.000950863,4090,17.72923088,0.2,0.9924826,-12.56257567
15809,53,411,841728,612.89116,24,0.0003,0.210498047,44.4866662,0.765074015,0.998496906,0.012147755,4100,14.83560658,0.2,0.7709503,-12.55201118
15848,53,412,843776,612.68962,24,0.0003,0.158642578,45.12413122,0.763448179,0.998067941,0.002520738,4110,58.48698807,0.2,0.6849491,-12.54129409
15888,53,413,845824,612.90436,24,0.0003,0.129003906,45.05570258,0.765030265,0.997798925,0.003690537,4120,18.71314621,0.2,0.023635447,-12.54185681
15926,53,414,847872,612.60272,24,0.0003,0.143359375,48.47780837,0.765150011,0.998009673,-0.008137872,4130,20.87124634,0.2,0.014141765,-12.54976406
15968,53,415,849920,612.57382,24,0.0003,0.128613281,46.53816028,0.765180171,0.998205719,-0.003688496,4140,33.53948975,0.2,0.012296154,-12.55599218
16008,53,416,851968,612.5744,24,0.0003,0.118945313,44.45097511,0.763647318,0.997460105,0.003277303,4150,19.15796089,0.2,0.01014741,-12.54397947
16047,53,417,854016,612.24909,24,0.0003,0.161669922,49.29217935,0.764321566,0.997264197,0.000265689,4160,18.69714737,0.2,0.029520586,-12.53666866
16088,53,418,856064,612.48163,24,0.0003,0.157617188,48.47083054,0.763783634,0.998518496,-0.001326972,4170,13.45016479,0.2,0.017891807,-12.53735628
16127,53,419,858112,612.6767,24,0.0003,0.138085938,55.26893697,0.763914883,0.997193311,7.19E-05,4180,9.761624336,0.2,0.030137412,-12.53394752
16167,53,420,860160,612.55371,24,0.0003,0.333300781,48.72175336,0.764050901,0.998371479,0.026321091,4190,14.71456242,0.2,0.042750992,-12.53946842
16206,53,421,862208,612.72149,24,0.0003,0.131347656,48.69844075,0.764035761,0.99759174,-0.002232108,4200,13.7324791,0.2,0.021632234,-12.5375189
16246,53,422,864256,612.71393,24,0.0003,0.159667969,42.47229038,0.76365298,0.998735123,-0.001570875,4210,21.66942978,0.2,0.06677915,-12.53969659
16285,53,423,866304,613.5864,24,0.0003,0.215478516,56.70416049,0.76294446,0.99842741,-0.003059971,4220,11.16247082,0.2,1.3980412,-12.53044107
16325,53,424,868352,613.73152,24,0.0003,0.174609375,45.1912672,0.762407839,0.996036892,0.011034649,4230,14.78856659,0.2,0.15715653,-12.52514211
16364,53,425,870400,613.75767,24,0.0003,0.143505859,50.40873666,0.763003707,0.998328838,-0.005421678,4240,28.51944542,0.2,0.012387822,-12.52110147
16404,53,426,872448,613.932,24,0.0003,0.18671875,43.54996713,0.761876106,0.998288358,0.003065052,4250,19.23134232,0.2,0.008839089,-12.5178963
16443,53,427,874496,613.69691,24,0.0003,0.193408203,43.54647044,0.760794103,0.998598609,0.002848404,4260,17.60173988,0.2,0.03655088,-12.49943886
16481,53,428,876544,613.8136,24,0.0003,0.159960938,50.71398758,0.760932922,0.998586786,0.002600049,4270,12.18803883,0.2,0.024351608,-12.49567026
16520,53,429,878592,613.7911,24,0.0003,0.161328125,45.26561877,0.759313643,0.998494707,-0.001955732,4280,61.0631485,0.2,0.023898538,-12.47934507
16558,53,430,880640,613.90453,24,0.0003,0.159814453,56.24619535,0.75912261,0.997419963,-0.005142429,4290,10.55764675,0.2,0.013375657,-12.47159885
16597,53,431,882688,613.84483,24,0.0003,0.157421875,46.90272427,0.758699358,0.998050465,-0.005204116,4300,12.1314621,0.2,0.01874346,-12.46847415
16635,53,432,884736,614.20911,24,0.0003,0.206298828,52.0764591,0.758175492,0.998426292,-0.000829321,4310,21.58361244,0.2,0.015399896,-12.46354206
16674,53,433,886784,614.03196,24,0.0003,0.139160156,46.91460597,0.758094788,0.998428117,-0.003774035,4320,25.63345909,0.2,0.012676859,-12.45937767
16713,53,434,888832,614.18453,24,0.0003,0.207568359,48.47214088,0.757633209,0.997394555,0.007507067,4330,24.00096703,0.2,0.019376798,-12.45796901
16753,53,435,890880,614.21821,24,0.0003,0.140136719,47.94250979,0.757206023,0.998073358,-0.002721599,4340,15.6642971,0.2,0.022463195,-12.44823844
16791,53,436,892928,614.03122,24,0.0003,0.18125,42.70589414,0.755987525,0.998391426,0.000905857,4350,27.33331871,0.2,0.06840137,-12.43953622
16830,53,437,894976,614.25755,24,0.0003,0.119433594,47.12071995,0.755287945,0.998455671,-0.002612906,4360,26.78236198,0.2,0.017065316,-12.4286103
16868,53,438,897024,614.27234,24,0.0003,0.140917969,44.64091564,0.755258322,0.997992461,-0.004666822,4370,22.19631577,0.2,0.024790712,-12.42657915
16907,53,439,899072,614.2263,24,0.0003,0.147070313,47.27199082,0.754816055,0.998369702,-0.003566773,4380,46.28964615,0.2,0.011416016,-12.42184122
16946,53,440,901120,614.1023,24,0.0003,0.157275391,45.68838533,0.754544854,0.99636901,-0.003803963,4390,11.02274323,0.2,0.1297727,-12.41531298
16985,53,441,903168,613.82074,24,0.0003,0.206591797,45.07262757,0.753683686,0.998705605,0.000658792,4400,32.92837906,0.2,0.7395824,-12.40585129
17025,53,442,905216,613.57515,24,0.0003,0.214892578,40.83172446,0.752628267,0.994509099,0.003792839,4410,16.1602211,0.2,0.013841399,-12.3933478
17065,53,443,907264,614.06464,24,0.0003,0.208642578,45.26301867,0.75253731,0.997839391,0.00231316,4420,18.21201134,0.2,0.020749936,-12.38540429
17104,53,444,909312,613.85098,24,0.0003,0.135058594,40.41045506,0.751612067,0.99842077,-0.001203607,4430,58.37195969,0.2,0.014306937,-12.37374687
17143,53,445,911360,614.08012,24,0.0003,0.170019531,42.75948573,0.750435114,0.99779569,-0.001070071,4440,20.76760292,0.2,0.012429282,-12.35912941
17183,53,446,913408,613.52675,24,0.0003,0.127294922,40.70430565,0.749987602,0.998280034,-0.000430999,4450,11.77637959,0.2,0.014820572,-12.34733198
17222,53,447,915456,613.95425,24,0.0003,0.152246094,37.32958686,0.749655724,0.998999328,-0.004794177,4460,7.115170479,0.2,0.01897176,-12.34120975
17261,53,448,917504,613.90852,24,0.0003,0.157128906,27.36262792,0.751806676,0.998924748,-0.003104023,4470,18.79362869,0.2,0.017906604,-12.35387475
17300,53,449,919552,614.03641,24,0.0003,0.195654297,36.86419444,0.751809835,0.998149578,0.000251781,4480,10.15335846,0.2,0.012245758,-12.37309755
17338,53,450,921600,614.01064,24,0.0003,0.155273438,26.97308336,0.752301991,0.998941401,0.001682365,4490,8.971443176,0.2,0.015464135,-12.37626005
17377,53,451,923648,613.76686,24,0.0003,0.141894531,32.12439095,0.751087427,0.999164837,0.000230544,4500,39.10902023,0.2,0.015068389,-12.37295161
17416,53,452,925696,614.01802,24,0.0003,0.157080078,27.36991334,0.751008809,0.997495195,-0.001214538,4510,14.61098194,0.2,0.03035298,-12.36417027
17455,53,453,927744,614.6484,24,0.0003,0.206787109,26.19531429,0.751705766,0.998187601,-0.000215179,4520,4.473587513,0.2,1.0927839,-12.36740243
17494,53,454,929792,614.61295,24,0.0003,0.177734375,32.17349841,0.751379251,0.998719817,0.002725374,4530,24.01518059,0.2,0.021339318,-12.3694209
17534,53,455,931840,615.02925,24,0.0003,0.116308594,30.18377748,0.751641631,0.995495828,0.003383594,4540,23.45941734,0.2,0.010753339,-12.36773238
17572,53,456,933888,614.90291,24,0.0003,0.150439453,30.84271451,0.749556601,0.998291694,0.001630041,4550,38.02706909,0.2,0.010608965,-12.35685833
17611,53,457,935936,615.06096,24,0.0003,0.211083984,26.2989558,0.748191416,0.99796948,0.010955878,4560,8.340421677,0.2,0.017175555,-12.33155049
17649,53,458,937984,615.16499,24,0.0003,0.116992188,31.49573672,0.748673618,0.999272982,-0.002306656,4570,19.14300537,0.2,0.009742681,-12.32444584
17686,53,459,940032,614.93194,24,0.0003,0.164257813,29.50688653,0.74787432,0.998303637,0.000849534,4580,33.66814804,0.2,0.10808,-12.32308537
17725,53,460,942080,615.18887,24,0.0003,0.175683594,29.22456007,0.74829489,0.998021679,0.001359727,4590,14.10618401,0.2,0.021772254,-12.31875592
17762,53,461,944128,614.94459,24,0.0003,0.225146484,28.07040233,0.746276319,0.999258018,0.013363961,4600,8.582922935,0.2,1.0146567,-12.30285171
17800,53,462,946176,614.91193,24,0.0003,0.149316406,34.59548943,0.746576667,0.999283013,0.004301906,4610,10.39990807,0.2,0.02007803,-12.28801815
17839,53,463,948224,614.81973,24,0.0003,0.145605469,26.66127746,0.746709764,0.998985178,-0.002315858,4620,29.14530373,0.2,0.022501,-12.29320387
17877,53,464,950272,614.76651,24,0.0003,0.104882813,28.44730424,0.746859968,0.998385739,-0.003861142,4630,8.79023838,0.2,0.018975504,-12.29476029
17915,53,465,952320,614.89324,24,0.0003,0.182177734,29.27395278,0.745474815,0.999081537,2.46E-05,4640,11.6106987,0.2,0.022112133,-12.28542458
17954,53,466,954368,614.90776,24,0.0003,0.157128906,27.05173752,0.745059967,0.998253471,0.002368177,4650,6.561568737,0.2,0.015528455,-12.27453766
17992,53,467,956416,615.01775,24,0.0003,0.184570313,31.42821516,0.745826542,0.999248942,0.0017151,4660,4.788943768,0.2,0.015531048,-12.27313657
18030,53,468,958464,614.90558,24,0.0003,0.227636719,33.78812065,0.746137798,0.999293338,0.006843592,4670,10.06353378,0.2,1.2625074,-12.28245411
18068,53,469,960512,614.74604,24,0.0003,0.248535156,26.63545258,0.746590436,0.999216264,0.002736267,4680,15.98851013,0.2,1.2447693,-12.28739239
18106,53,470,962560,615.15813,24,0.0003,0.180078125,30.66619639,0.746460915,0.998489535,0.002145053,4690,8.766662598,0.2,0.01775677,-12.28914217
18145,53,471,964608,615.17629,24,0.0003,0.227978516,24.06464766,0.745628297,0.999369397,0.012269602,4700,6.264321327,0.2,0.38744372,-12.28486813
18184,53,472,966656,615.60455,24,0.0003,0.262451172,27.13596404,0.746063054,0.99927839,0.015432559,4710,12.3390398,0.2,1.0626004,-12.27752362
18224,53,473,968704,615.95016,24,0.0003,0.167138672,28.20279543,0.745925307,0.999036999,0.002204077,4720,10.89346027,0.2,0.014352575,-12.27786582
18263,53,474,970752,615.87049,24,0.0003,0.203955078,28.52771747,0.745664001,0.999232983,0.004708412,4730,23.19927025,0.2,0.02142136,-12.26866006
18303,53,475,972800,616.03359,24,0.0003,0.178271484,31.88268167,0.745029986,0.998348095,0.003708194,4740,6.601211071,0.2,0.039018903,-12.26489124
18343,53,476,974848,616.14986,24,0.0003,0.284570313,21.60153473,0.744215786,0.999319561,0.021932728,4750,10.65524483,0.2,0.07534574,-12.24574594
18382,53,477,976896,616.15722,24,0.0003,0.176416016,27.28830488,0.744978964,0.999251662,-0.007798047,4760,10.68693447,0.2,0.025816055,-12.24672121
18423,53,478,978944,616.35827,24,0.0003,0.161083984,30.35795876,0.744385481,0.999317002,-0.001929035,4770,3.775005817,0.2,0.015243851,-12.24541956
18463,53,479,980992,616.08871,24,0.0003,0.168603516,28.48224069,0.74355334,0.999021362,-0.001985918,4780,8.899629593,0.2,0.10335472,-12.23327407
18502,53,480,983040,615.87478,24,0.0003,0.230957031,26.57834575,0.744004071,0.998962671,0.011462646,4790,12.26407623,0.2,0.9377233,-12.23154116
18542,53,481,985088,615.77298,24,0.0003,0.226123047,25.1192174,0.74259001,0.998423902,0.012201591,4800,7.60900259,0.2,0.033762887,-12.21819536
18581,53,482,987136,615.79977,24,0.0003,0.219482422,25.27827358,0.741972327,0.999419442,0.003891859,4810,24.07209396,0.2,0.03347086,-12.20632862
18621,53,483,989184,616.12984,24,0.0003,0.185449219,21.75468204,0.742039442,0.998912066,-0.004376683,4820,11.38146877,0.2,1.3432057,-12.19881274
18662,53,484,991232,616.37194,24,0.0003,0.199853516,27.26768927,0.74214381,0.9991267,-0.001506745,4830,12.02610397,0.2,0.019138403,-12.20354307
18702,53,485,993280,616.45428,24,0.0003,0.1796875,23.13123764,0.741699457,0.998720667,-0.00080858,4840,20.97274017,0.2,0.013032919,-12.19783203
18740,53,486,995328,616.42815,24,0.0003,0.159521484,25.74281335,0.740246832,0.998528149,0.001697431,4850,7.904415131,0.2,0.010946682,-12.18107124
18780,53,487,997376,616.22991,24,0.0003,0.183496094,28.01696869,0.741034508,0.999255072,0.000750753,4860,14.38175201,0.2,0.014135204,-12.17857579
18820,53,488,999424,616.1319,24,0.0003,0.109912109,31.95101792,0.74052465,0.998138428,-0.002513778,4870,20.28208733,0.2,0.014507083,-12.18015997
18860,53,489,1001472,616.64871,24,0.0003,0.187548828,25.4632871,0.74005872,0.999091524,-0.005183655,4880,18.94080925,0.2,0.11521654,-12.16947375
18901,53,490,1003520,616.84708,24,0.0003,0.333984375,27.90645246,0.740475655,0.998853375,0.035615965,4890,6.876523018,0.2,0.10896154,-12.16711819
18942,53,491,1005568,616.98571,24,0.0003,0.223876953,26.95188631,0.741009891,0.999373333,0.007839482,4900,10.3719244,0.2,0.0468795,-12.17429223
18982,53,492,1007616,617.12043,24,0.0003,0.176074219,32.414137,0.741185546,0.999335903,0.002896787,4910,8.57847023,0.2,0.14908937,-12.17996247
19022,53,493,1009664,617.08079,24,0.0003,0.18984375,31.03990061,0.740417421,0.997741594,0.021411363,4920,16.65863991,0.2,0.37767124,-12.17098579
19062,53,494,1011712,616.75478,24,0.0003,0.217480469,25.9033004,0.739816844,0.99926916,-0.001007909,4930,33.44281006,0.2,0.58678293,-12.16182858
19102,53,495,1013760,616.8614,24,0.0003,0.274462891,34.99904971,0.739254594,0.998995139,0.00607741,4940,35.96142197,0.2,0.06408551,-12.15007406
19141,53,496,1015808,616.19511,24,0.0003,0.686523438,27.38179318,0.742087781,0.998640426,0.150033301,4950,11.96505928,0.2,1.0805801,-12.17683785
19179,53,497,1017856,616.37811,24,0.0003,0.220751953,30.38201666,0.741391599,0.998448819,0.014391204,4960,6.796096325,0.2,0.054349236,-12.18315633
19218,53,498,1019904,616.5495,24,0.0003,0.193310547,24.94523494,0.740323246,0.99933923,0.009346353,4970,22.50033379,0.2,1.0610511,-12.16878451
19257,53,499,1021952,616.64832,24,0.0003,0.298193359,27.30446073,0.741396666,0.997695163,0.039404144,4980,9.133588791,0.2,0.3365954,-12.17148384
19297,53,500,1024000,616.56712,24,0.0003,0.230761719,25.28210327,0.74113065,0.998888905,0.01640258,4990,17.32510376,0.2,0.06426191,-12.17643214
19335,53,501,1026048,616.41452,24,0.0003,0.203857422,28.58465007,0.741677523,0.999282251,0.017020436,5000,11.6445179,0.2,0.019114953,-12.17523551
19375,53,502,1028096,616.32678,24,0.0003,0.283349609,20.86584428,0.740016162,0.999279526,0.025389139,5010,9.083200455,0.2,0.41366625,-12.1705602
19413,53,503,1030144,616.5246,24,0.0003,0.271923828,30.04893484,0.738229573,0.999418704,0.022772088,5020,6.415319443,0.2,0.02016586,-12.14231032
19453,53,504,1032192,616.28483,24,0.0003,0.179394531,27.61470939,0.738288879,0.998472524,0.006448503,5030,4.073791027,0.2,0.018192336,-12.13281446
19492,53,505,1034240,616.41795,24,0.0003,0.206347656,24.76643378,0.740412712,0.999450424,0.004700574,5040,31.0222435,0.2,0.04938475,-12.15175908
19530,53,506,1036288,616.36749,24,0.0003,0.162207031,32.03429344,0.739536226,0.997986667,0.001663272,5050,12.75181675,0.2,0.03127309,-12.16385607
19570,53,507,1038336,616.50903,24,0.0003,0.206689453,32.39631414,0.739474118,0.998797628,0.008643703,5060,10.94154644,0.2,0.038498476,-12.1532963
19609,53,508,1040384,616.60864,24,0.0003,0.155957031,22.65670449,0.739542067,0.998858763,0.001198041,5070,11.22985268,0.2,0.03463403,-12.16197422
19649,53,509,1042432,616.46363,24,0.0003,0.187451172,19.30955124,0.739275753,0.999100194,-0.002312749,5080,9.652341843,0.2,0.56016505,-12.15656776
19688,53,510,1044480,616.48512,24,0.0003,0.212109375,29.29026283,0.738020897,0.999151541,0.00335459,5090,5.530105114,0.2,0.051523015,-12.14516771
19727,53,511,1046528,616.55759,24,0.0003,0.196142578,22.07181173,0.738514006,0.999430402,-0.001013828,5100,26.63284874,0.2,0.013635427,-12.14024323
19766,53,512,1048576,616.67779,24,0.0003,0.169677734,23.29836013,0.737414718,0.997997143,-0.004083365,5110,15.01968861,0.2,0.03294644,-12.13558697
19806,53,513,1050624,616.48561,24,0.0003,0.186376953,27.61161205,0.736915648,0.998354287,0.007403318,5120,10.39429092,0.2,0.103809,-12.12364709
19845,53,514,1052672,616.6211,24,0.0003,0.2,25.48440169,0.736753821,0.999379635,-0.003421671,5130,7.666192055,0.2,0.01927924,-12.12128785
19883,53,515,1054720,616.63497,24,0.0003,0.178857422,25.69615429,0.735157073,0.998545742,0.00322563,5140,7.227538586,0.2,0.02136734,-12.11068897
19923,53,516,1056768,616.80145,24,0.0003,0.168798828,25.13025395,0.73401171,0.999297359,-0.003178928,5150,17.28071404,0.2,0.018926691,-12.08733649
19963,53,517,1058816,616.6914,24,0.0003,0.179980469,20.0527596,0.735787213,0.998764339,0.003438662,5160,6.455781937,0.2,0.008042617,-12.09175342
20001,53,518,1060864,616.44232,24,0.0003,0.228320313,23.43684521,0.737909913,0.999213244,-0.004580082,5170,5.414374828,0.2,1.2687333,-12.11997412
